var,count,mean,std,min,p25,median,p75,max
SROA,2241,0.07927339318233775,0.0662021151203099,-0.0947021975538852,0.0385272867206567,0.0697593490629293,0.1141893677311585,0.2759922896997178
BQS,2241,-0.0006061641592997329,0.5172840114374408,-1.8490912040147511,-0.3403378167839345,-0.0632811896948938,0.2520311360288662,4.633444314640282
HHI,2241,0.3535308580665339,0.22210164605390764,0.1094357867430572,0.1728319595798668,0.3336164766519651,0.4541840594514294,1.0
SIZE,2241,23.867244996848452,1.2312912070031,20.5556031125542,23.01018475372237,23.794151964100827,24.67071389959275,27.831653992493756
GROWTH,2241,0.08844872304894777,0.19753684505427338,-0.4064581487741623,0.0004355780120219,0.0604071396961203,0.1401461906100646,0.9719404926985028
